Shop_ID,Shop_Type,Shop_Location,Shop_Size_sqft,Years_in_Operation,Average_Daily_Customers,Average_Spending_per_Customer,Competition_Count,Rent_Cost_per_Month,Monthly_Inventory_Cost,Other_Expenses,Festival_Season,Exam_Season,Month,Monthly_Earnings
920,Food Stall,BH-5 Complex,186,5,75,81,3,7607,37319,7517,0,0,Oct,120100
921,Food Stall,BH-5 Complex,95,5,106,62,4,14520,32570,8533,0,0,May,140588
922,Mobile Shop,Law Gate,186,7,104,65,5,15981,18524,7504,0,0,Jun,152800
923,Mobile Shop,BH-1 Complex,180,2,71,76,1,14078,38985,11744,0,0,Oct,101088
924,Clothing,Law Gate,92,7,88,107,3,12608,24717,5469,0,0,Dec,223064
925,Cafe,BH-5 Complex,236,3,103,87,3,6824,28880,6849,0,0,Sep,209869
926,Clothing,BH-5 Complex,212,7,137,68,2,10674,19316,11122,0,1,Jan,229480
927,Cafe,BH-7 Complex,172,1,126,86,2,13089,22965,5405,0,0,Feb,264244
928,Clothing,BH-7 Complex,173,1,144,117,2,13379,34440,6206,1,0,Nov,455440
929,Food Stall,BH-5 Complex,95,6,74,109,2,7546,34510,9889,1,1,Oct,175848
930,Salon,Law Gate,137,6,117,80,4,8882,31554,10356,0,0,Jun,221440
931,Mobile Shop,Law Gate,160,6,83,99,5,10169,21721,4679,0,1,May,180076
932,Salon,Law Gate,140,9,121,69,5,17339,16032,10339,1,0,Apr,200470
933,Stationery,BH-1 Complex,241,1,98,117,5,12487,30131,7446,0,1,Sep,271048
934,Food Stall,BH-7 Complex,210,3,83,98,3,8653,16454,5138,0,1,Nov,177752
935,Cafe,BH-1 Complex,124,7,127,104,2,6063,30460,5345,0,1,Oct,346240
936,Food Stall,Law Gate,230,6,142,99,2,7954,31663,6391,0,1,Jan,357682
937,Food Stall,BH-5 Complex,89,5,88,66,2,12196,31292,10934,0,1,Jul,112624
938,Stationery,UniMall,249,1,126,61,4,17081,32443,11674,0,0,Jun,172894
939,Clothing,Law Gate,187,7,142,72,4,10889,39021,4020,0,0,Jan,256720
940,Cafe,Law Gate,210,1,63,116,2,14467,23204,9122,0,0,Mar,161932
941,Stationery,BH-1 Complex,119,4,72,106,4,13501,25964,9529,0,0,Jan,171328
942,Mobile Shop,BH-5 Complex,89,8,66,112,5,9994,27429,11253,0,0,Jan,171760
943,Clothing,BH-5 Complex,104,2,117,72,5,11125,36332,8402,0,0,Dec,194296
944,Clothing,BH-5 Complex,91,3,147,99,4,7561,15773,11311,0,1,Mar,357484
945,Mobile Shop,BH-5 Complex,159,6,77,75,5,9754,25494,9506,1,1,Feb,123250
946,Clothing,BH-5 Complex,141,1,63,61,1,10729,35011,10594,0,0,Sep,65290
947,Cafe,BH-1 Complex,90,8,118,114,5,15867,39104,6446,1,0,Feb,326656
948,Cafe,BH-5 Complex,202,4,93,116,1,13162,17679,9266,1,0,Apr,252064
949,Food Stall,UniMall,216,4,109,79,5,11492,22111,8895,0,0,Sep,191108
950,Food Stall,BH-7 Complex,142,3,89,79,4,12459,19096,5019,0,1,Aug,153899
951,Cafe,BH-1 Complex,214,4,63,109,2,14408,15195,7864,0,0,Feb,149143
952,Clothing,UniMall,146,4,131,91,2,6639,35644,8310,0,1,Oct,307630
953,Cafe,BH-5 Complex,95,1,144,113,2,13836,26698,11697,0,1,Jan,438160
954,Salon,UniMall,223,7,64,101,1,14052,31995,4749,1,1,Mar,137456
955,Clothing,BH-5 Complex,144,5,138,117,1,15833,15500,7646,0,1,Sep,418234
956,Mobile Shop,BH-7 Complex,221,2,130,68,5,16905,27020,8747,0,0,Sep,206360
957,Food Stall,BH-7 Complex,221,5,92,100,5,12387,17521,10525,0,1,Oct,216800
958,Salon,UniMall,112,8,77,116,2,10053,19801,10139,0,1,Jun,217960
959,Clothing,BH-7 Complex,219,8,145,64,2,14783,25380,10617,1,1,Apr,228400
960,Clothing,UniMall,156,4,75,72,1,6732,18976,5817,0,0,May,106600
961,Mobile Shop,BH-5 Complex,223,4,116,91,1,16178,26001,8664,0,1,Sep,256124
962,Cafe,BH-7 Complex,192,8,117,93,1,16773,19090,10158,0,0,Mar,265549
963,Clothing,BH-5 Complex,240,1,75,87,2,10718,32408,9672,0,0,Oct,139225
964,Salon,UniMall,219,8,89,84,4,14271,20158,4239,0,0,Aug,159328
965,Food Stall,Law Gate,126,4,112,63,2,6033,16841,8481,0,0,Oct,154624
966,Salon,Law Gate,234,6,133,82,2,16536,32715,11890,0,0,Dec,255368
967,Stationery,BH-1 Complex,209,7,125,105,1,8673,17122,7785,0,0,Mar,317500
968,Stationery,BH-5 Complex,103,4,93,112,4,8846,28182,4470,0,1,Jun,252064
969,Mobile Shop,UniMall,242,1,107,94,2,11613,35014,9375,0,1,Jan,251740
970,Clothing,Law Gate,116,3,140,73,1,17064,32892,5212,1,0,Apr,236160
971,Mobile Shop,BH-1 Complex,241,8,107,116,5,13189,27752,9575,0,0,Oct,322360
972,Food Stall,BH-7 Complex,166,6,67,98,1,14481,37266,6558,0,1,Feb,146980
973,Mobile Shop,BH-7 Complex,87,6,85,87,5,16346,38136,9843,1,0,Oct,171850
974,Clothing,BH-1 Complex,83,9,131,102,5,14391,34324,7490,0,1,May,350860
975,Stationery,UniMall,212,9,79,83,2,15593,26573,9025,0,0,Aug,140153
976,Salon,BH-5 Complex,145,3,138,104,3,15487,30061,11635,1,0,Jun,351856
977,Clothing,Law Gate,106,7,73,63,3,16994,33870,10886,0,1,Sep,83371
978,Mobile Shop,UniMall,97,4,119,74,3,10237,31053,7789,0,1,Jul,214180
979,Food Stall,Law Gate,96,1,111,91,1,13450,17925,10323,0,0,Jul,232828
980,Clothing,BH-5 Complex,102,9,131,72,3,17576,33109,4693,0,0,Jan,232960
981,Food Stall,Law Gate,118,1,104,78,2,12998,22182,11034,1,1,May,185248
982,Mobile Shop,BH-1 Complex,206,8,99,87,2,16753,20984,6511,1,1,Dec,208390
983,Clothing,UniMall,83,9,123,66,4,12079,24399,5448,0,0,Jul,185422
984,Clothing,BH-7 Complex,172,4,149,72,4,10231,20302,9828,1,1,Apr,261112
985,Mobile Shop,BH-5 Complex,151,5,127,80,4,16534,16806,6100,0,0,Sep,244640
986,Mobile Shop,BH-1 Complex,206,1,111,88,4,15867,30954,4559,0,0,Aug,243040
987,Food Stall,BH-7 Complex,173,3,145,84,5,12911,30090,10088,0,1,Nov,303220
988,Clothing,UniMall,214,6,97,99,4,16223,30398,10601,0,0,Sep,228487
989,Cafe,BH-5 Complex,127,5,72,77,3,14559,15064,7299,1,1,Nov,105232
990,Stationery,BH-5 Complex,130,5,78,82,4,9889,34890,5834,0,1,Jul,141880
991,Cafe,BH-7 Complex,141,7,147,80,5,17685,36806,10215,0,0,Jan,302800
992,Salon,BH-7 Complex,87,6,88,109,5,13702,31489,5154,0,1,Nov,237760
993,Stationery,BH-1 Complex,213,3,109,104,5,16419,35180,4292,0,1,Nov,267408
994,Stationery,BH-5 Complex,226,6,66,103,1,17164,21110,10955,1,0,May,147142
995,Salon,UniMall,103,5,86,72,4,6895,27097,9617,0,1,Feb,123376
996,Food Stall,BH-5 Complex,92,7,115,89,1,12858,23950,4746,1,1,Apr,246815
997,Mobile Shop,BH-5 Complex,121,3,122,96,5,15689,35217,4395,1,0,Dec,277936
998,Mobile Shop,BH-5 Complex,137,7,85,86,1,13913,36908,7584,1,1,Jan,154680
999,Mobile Shop,BH-1 Complex,238,6,148,67,3,17013,22190,7827,0,1,Feb,227648
1000,Clothing,BH-1 Complex,103,3,112,94,2,7059,16424,8123,0,1,Feb,265840
